session_id,variant,run_label,timestamp,event_name,event_value,tab_name,data_source
20260413144346-xMZgRbkZCj,A,pilot,2026/4/13 14:43,eda_generated,plot_type=Histogram;plot_x=Ozone;plot_y=Ozone,EDA,simulated
20260413144346-xMZgRbkZCj,A,pilot,2026/4/13 14:43,session_end,duration_seconds=5.23,EDA,simulated
20260413144351-wE7fuIWwdv,B,pilot,2026/4/13 14:43,session_start,assignment_mode=query_override;variant=B,Guide,simulated
20260413144351-wE7fuIWwdv,B,pilot,2026/4/13 14:43,landing_view,variant=B,Guide,simulated
20260413144351-wE7fuIWwdv,B,pilot,2026/4/13 14:43,cleaning_applied,Standardized column names.,Cleaning,simulated
20260413144351-wE7fuIWwdv,B,pilot,2026/4/13 14:43,first_key_action,cleaning_applied,Cleaning,simulated
20260413144351-wE7fuIWwdv,B,pilot,2026/4/13 14:43,cleaning_applied,Standardized column names. | Removed 0 duplicate rows.,Cleaning,simulated
20260413144351-wE7fuIWwdv,B,pilot,2026/4/13 14:43,feature_engineering_applied,sim_feature_B_6,Feature Engineering,simulated
20260413144351-wE7fuIWwdv,B,pilot,2026/4/13 14:43,session_end,duration_seconds=5.87,Feature Engineering,simulated
20260413144358-Jj7Jno3XwO,B,pilot,2026/4/13 14:43,session_start,assignment_mode=query_override;variant=B,Guide,simulated
20260413144358-Jj7Jno3XwO,B,pilot,2026/4/13 14:43,landing_view,variant=B,Guide,simulated
20260413144358-Jj7Jno3XwO,B,pilot,2026/4/13 14:44,cleaning_applied,Standardized column names.,Cleaning,simulated
20260413144358-Jj7Jno3XwO,B,pilot,2026/4/13 14:44,first_key_action,cleaning_applied,Cleaning,simulated
20260413144358-Jj7Jno3XwO,B,pilot,2026/4/13 14:44,session_end,duration_seconds=2.84,Cleaning,simulated
20260413144401-rDjCfZdpbe,B,pilot,2026/4/13 14:44,session_start,assignment_mode=query_override;variant=B,Guide,simulated
20260413144401-rDjCfZdpbe,B,pilot,2026/4/13 14:44,landing_view,variant=B,Guide,simulated
20260413144401-rDjCfZdpbe,B,pilot,2026/4/13 14:44,session_end,duration_seconds=1.89,Guide,simulated
20260413144403-DlsCq6eMvM,B,pilot,2026/4/13 14:44,session_start,assignment_mode=query_override;variant=B,Guide,simulated
20260413144403-DlsCq6eMvM,B,pilot,2026/4/13 14:44,landing_view,variant=B,Guide,simulated
20260413144403-DlsCq6eMvM,B,pilot,2026/4/13 14:44,session_end,duration_seconds=1.99,Guide,simulated
20260413144406-nqfHhrUdzE,B,pilot,2026/4/13 14:44,session_start,assignment_mode=query_override;variant=B,Guide,simulated
20260413144406-nqfHhrUdzE,B,pilot,2026/4/13 14:44,landing_view,variant=B,Guide,simulated
20260413144406-nqfHhrUdzE,B,pilot,2026/4/13 14:44,sample_data_clicked,iris,Data,simulated
20260413144406-nqfHhrUdzE,B,pilot,2026/4/13 14:44,first_key_action,sample_data_clicked:iris,Data,simulated
20260413144406-nqfHhrUdzE,B,pilot,2026/4/13 14:44,cleaning_applied,Standardized column names.,Cleaning,simulated
20260413144406-nqfHhrUdzE,B,pilot,2026/4/13 14:44,cleaning_applied,Standardized column names. | No date-like columns were detected.,Cleaning,simulated
20260413144406-nqfHhrUdzE,B,pilot,2026/4/13 14:44,feature_engineering_applied,sim_feature_B_10,Feature Engineering,simulated
20260413144406-nqfHhrUdzE,B,pilot,2026/4/13 14:44,eda_generated,Histogram,EDA,simulated
20260413144406-nqfHhrUdzE,B,pilot,2026/4/13 14:44,task_completed,dataset_loaded+cleaning+feature_engineering+eda,EDA,simulated
20260413144406-nqfHhrUdzE,B,pilot,2026/4/13 14:44,eda_generated,plot_type=Histogram;plot_x=Sepal_Length;plot_y=Sepal_Length,EDA,simulated
20260413144406-nqfHhrUdzE,B,pilot,2026/4/13 14:44,eda_generated,plot_type=Scatter plot;plot_x=Sepal_Length;plot_y=Sepal_Length,EDA,simulated
20260413144406-nqfHhrUdzE,B,pilot,2026/4/13 14:44,eda_generated,plot_type=Scatter plot;plot_x=Sepal_Length;plot_y=Sepal_Width,EDA,simulated
20260413144406-nqfHhrUdzE,B,pilot,2026/4/13 14:44,session_end,duration_seconds=6.93,Data,simulated
20260413144428-jWbkp3ReG8,A,full,2026/4/13 14:44,session_start,assignment_mode=query_override;variant=A,Guide,simulated
20260413144428-jWbkp3ReG8,A,full,2026/4/13 14:44,landing_view,variant=A,Guide,simulated
20260413144428-jWbkp3ReG8,A,full,2026/4/13 14:44,sample_data_clicked,iris,Data,simulated
20260413144428-jWbkp3ReG8,A,full,2026/4/13 14:44,first_key_action,sample_data_clicked:iris,Data,simulated
20260413144428-jWbkp3ReG8,A,full,2026/4/13 14:44,cleaning_applied,Standardized column names.,Cleaning,simulated
20260413144428-jWbkp3ReG8,A,full,2026/4/13 14:44,cleaning_applied,Standardized column names. | No date-like columns were detected.,Cleaning,simulated
20260413144428-jWbkp3ReG8,A,full,2026/4/13 14:44,feature_engineering_applied,sim_feature_A_1,Feature Engineering,simulated
20260413144428-jWbkp3ReG8,A,full,2026/4/13 14:44,eda_generated,Histogram,EDA,simulated
20260413144428-jWbkp3ReG8,A,full,2026/4/13 14:44,task_completed,dataset_loaded+cleaning+feature_engineering+eda,EDA,simulated
20260413144428-jWbkp3ReG8,A,full,2026/4/13 14:44,eda_generated,plot_type=Histogram;plot_x=Sepal_Length;plot_y=Sepal_Length,EDA,simulated
20260413144428-jWbkp3ReG8,A,full,2026/4/13 14:44,eda_generated,plot_type=Scatter plot;plot_x=Sepal_Length;plot_y=Sepal_Length,EDA,simulated
20260413144428-jWbkp3ReG8,A,full,2026/4/13 14:44,eda_generated,plot_type=Scatter plot;plot_x=Sepal_Length;plot_y=Sepal_Width,EDA,simulated
20260413144428-jWbkp3ReG8,A,full,2026/4/13 14:44,session_end,duration_seconds=5.92,EDA,simulated
20260413144434-vLieVrOV4S,A,full,2026/4/13 14:44,session_start,assignment_mode=query_override;variant=A,Guide,simulated
20260413144434-vLieVrOV4S,A,full,2026/4/13 14:44,landing_view,variant=A,Guide,simulated
20260413144434-vLieVrOV4S,A,full,2026/4/13 14:44,cleaning_applied,Standardized column names.,Cleaning,simulated
20260413144434-vLieVrOV4S,A,full,2026/4/13 14:44,first_key_action,cleaning_applied,Cleaning,simulated
20260413144434-vLieVrOV4S,A,full,2026/4/13 14:44,cleaning_applied,No cleaning transformation selected.,Cleaning,simulated
20260413144434-vLieVrOV4S,A,full,2026/4/13 14:44,cleaning_applied,No cleaning transformation selected.,Cleaning,simulated
20260413144434-vLieVrOV4S,A,full,2026/4/13 14:44,feature_engineering_applied,sim_feature_A_2,Feature Engineering,simulated
20260413144434-vLieVrOV4S,A,full,2026/4/13 14:44,eda_generated,Histogram,EDA,simulated
20260413144434-vLieVrOV4S,A,full,2026/4/13 14:44,task_completed,dataset_loaded+cleaning+feature_engineering+eda,EDA,simulated
20260413144434-vLieVrOV4S,A,full,2026/4/13 14:44,eda_generated,plot_type=Histogram;plot_x=Ozone;plot_y=Ozone,EDA,simulated
20260413144434-vLieVrOV4S,A,full,2026/4/13 14:44,session_end,duration_seconds=6.43,Guide,simulated
20260413144441-ylzIWmmKcx,A,full,2026/4/13 14:44,session_start,assignment_mode=query_override;variant=A,Guide,simulated
20260413144441-ylzIWmmKcx,A,full,2026/4/13 14:44,landing_view,variant=A,Guide,simulated
20260413144441-ylzIWmmKcx,A,full,2026/4/13 14:44,session_end,duration_seconds=1.79,Guide,simulated
20260413144443-T3RCCKFVlN,A,full,2026/4/13 14:44,session_start,assignment_mode=query_override;variant=A,Guide,simulated
20260413144443-T3RCCKFVlN,A,full,2026/4/13 14:44,landing_view,variant=A,Guide,simulated
20260413144443-T3RCCKFVlN,A,full,2026/4/13 14:44,sample_data_clicked,iris,Data,simulated
20260413144443-T3RCCKFVlN,A,full,2026/4/13 14:44,first_key_action,sample_data_clicked:iris,Data,simulated
20260413144443-T3RCCKFVlN,A,full,2026/4/13 14:44,session_end,duration_seconds=3.42,Guide,simulated
20260413144447-XghdPZqeHA,A,full,2026/4/13 14:44,session_start,assignment_mode=query_override;variant=A,Guide,simulated
20260413144447-XghdPZqeHA,A,full,2026/4/13 14:44,landing_view,variant=A,Guide,simulated
20260413144447-XghdPZqeHA,A,full,2026/4/13 14:44,session_end,duration_seconds=1.5,Guide,simulated
20260413144449-0rtpT0XgkO,A,full,2026/4/13 14:44,session_start,assignment_mode=query_override;variant=A,Guide,simulated
20260413144449-0rtpT0XgkO,A,full,2026/4/13 14:44,landing_view,variant=A,Guide,simulated
20260413144449-0rtpT0XgkO,A,full,2026/4/13 14:44,cleaning_applied,Standardized column names.,Cleaning,simulated
20260413144449-0rtpT0XgkO,A,full,2026/4/13 14:44,first_key_action,cleaning_applied,Cleaning,simulated
20260413144449-0rtpT0XgkO,A,full,2026/4/13 14:44,cleaning_applied,Standardized column names. | Removed 0 duplicate rows.,Cleaning,simulated
20260413144449-0rtpT0XgkO,A,full,2026/4/13 14:44,feature_engineering_applied,sim_feature_A_6,Feature Engineering,simulated
20260413144449-0rtpT0XgkO,A,full,2026/4/13 14:44,eda_generated,Histogram,EDA,simulated
20260413144449-0rtpT0XgkO,A,full,2026/4/13 14:44,task_completed,dataset_loaded+cleaning+feature_engineering+eda,EDA,simulated
20260413144449-0rtpT0XgkO,A,full,2026/4/13 14:44,eda_generated,plot_type=Histogram;plot_x=Ozone;plot_y=Ozone,EDA,simulated
20260413144449-0rtpT0XgkO,A,full,2026/4/13 14:44,session_end,duration_seconds=6.23,Guide,simulated
20260413144456-9eDu4v6VQl,A,full,2026/4/13 14:44,session_start,assignment_mode=query_override;variant=A,Guide,simulated
20260413144456-9eDu4v6VQl,A,full,2026/4/13 14:44,landing_view,variant=A,Guide,simulated
20260413144456-9eDu4v6VQl,A,full,2026/4/13 14:44,session_end,duration_seconds=2.61,Feature Engineering,simulated
20260413144459-bpaUP4doHQ,A,full,2026/4/13 14:44,session_start,assignment_mode=query_override;variant=A,Guide,simulated
20260413144459-bpaUP4doHQ,A,full,2026/4/13 14:44,landing_view,variant=A,Guide,simulated
20260413144459-bpaUP4doHQ,A,full,2026/4/13 14:45,eda_generated,Histogram,EDA,simulated
20260413144459-bpaUP4doHQ,A,full,2026/4/13 14:45,first_key_action,eda_generated:Histogram,EDA,simulated
20260413144459-bpaUP4doHQ,A,full,2026/4/13 14:45,eda_generated,plot_type=Histogram;plot_x=Ozone;plot_y=Ozone,EDA,simulated
20260413144459-bpaUP4doHQ,A,full,2026/4/13 14:45,session_end,duration_seconds=3.05,EDA,simulated
20260413144502-dlNKgdB9HM,A,full,2026/4/13 14:45,session_start,assignment_mode=query_override;variant=A,Guide,simulated
20260413144502-dlNKgdB9HM,A,full,2026/4/13 14:45,landing_view,variant=A,Guide,simulated
20260413144502-dlNKgdB9HM,A,full,2026/4/13 14:45,session_end,duration_seconds=1.46,Guide,simulated
20260413144504-Pi5Jnycdbj,A,full,2026/4/13 14:45,session_start,assignment_mode=query_override;variant=A,Guide,simulated
20260413144504-Pi5Jnycdbj,A,full,2026/4/13 14:45,landing_view,variant=A,Guide,simulated
20260413144504-Pi5Jnycdbj,A,full,2026/4/13 14:45,sample_data_clicked,iris,Data,simulated
20260413144504-Pi5Jnycdbj,A,full,2026/4/13 14:45,first_key_action,sample_data_clicked:iris,Data,simulated
20260413144504-Pi5Jnycdbj,A,full,2026/4/13 14:45,cleaning_applied,Standardized column names.,Cleaning,simulated
20260413144504-Pi5Jnycdbj,A,full,2026/4/13 14:45,cleaning_applied,Standardized column names. | No date-like columns were detected.,Cleaning,simulated
20260413144504-Pi5Jnycdbj,A,full,2026/4/13 14:45,feature_engineering_applied,sim_feature_A_10,Feature Engineering,simulated
20260413144504-Pi5Jnycdbj,A,full,2026/4/13 14:45,eda_generated,Histogram,EDA,simulated
20260413144504-Pi5Jnycdbj,A,full,2026/4/13 14:45,task_completed,dataset_loaded+cleaning+feature_engineering+eda,EDA,simulated
20260413144504-Pi5Jnycdbj,A,full,2026/4/13 14:45,eda_generated,plot_type=Histogram;plot_x=Sepal_Length;plot_y=Sepal_Length,EDA,simulated
20260413144504-Pi5Jnycdbj,A,full,2026/4/13 14:45,eda_generated,plot_type=Scatter plot;plot_x=Sepal_Length;plot_y=Sepal_Length,EDA,simulated
20260413144504-Pi5Jnycdbj,A,full,2026/4/13 14:45,eda_generated,plot_type=Scatter plot;plot_x=Sepal_Length;plot_y=Sepal_Width,EDA,simulated
20260413144504-Pi5Jnycdbj,A,full,2026/4/13 14:45,session_end,duration_seconds=5.48,EDA,simulated
20260413144510-9fb8H7sfKf,A,full,2026/4/13 14:45,session_start,assignment_mode=query_override;variant=A,Guide,simulated
20260413144510-9fb8H7sfKf,A,full,2026/4/13 14:45,landing_view,variant=A,Guide,simulated
20260413144510-9fb8H7sfKf,A,full,2026/4/13 14:45,sample_data_clicked,iris,Data,simulated
20260413144510-9fb8H7sfKf,A,full,2026/4/13 14:45,first_key_action,sample_data_clicked:iris,Data,simulated
20260413144510-9fb8H7sfKf,A,full,2026/4/13 14:45,cleaning_applied,Standardized column names.,Cleaning,simulated
20260413144510-9fb8H7sfKf,A,full,2026/4/13 14:45,cleaning_applied,Standardized column names. | Removed 1 duplicate rows.,Cleaning,simulated
20260413144510-9fb8H7sfKf,A,full,2026/4/13 14:45,feature_engineering_applied,sim_feature_A_11,Feature Engineering,simulated
20260413144510-9fb8H7sfKf,A,full,2026/4/13 14:45,eda_generated,Histogram,EDA,simulated
20260413144510-9fb8H7sfKf,A,full,2026/4/13 14:45,task_completed,dataset_loaded+cleaning+feature_engineering+eda,EDA,simulated
20260413144510-9fb8H7sfKf,A,full,2026/4/13 14:45,eda_generated,plot_type=Histogram;plot_x=Sepal_Length;plot_y=Sepal_Length,EDA,simulated
20260413144510-9fb8H7sfKf,A,full,2026/4/13 14:45,eda_generated,plot_type=Scatter plot;plot_x=Sepal_Length;plot_y=Sepal_Length,EDA,simulated
20260413144510-9fb8H7sfKf,A,full,2026/4/13 14:45,eda_generated,plot_type=Scatter plot;plot_x=Sepal_Length;plot_y=Sepal_Width,EDA,simulated
20260413144510-9fb8H7sfKf,A,full,2026/4/13 14:45,eda_generated,Scatter plot,EDA,simulated
20260413144510-9fb8H7sfKf,A,full,2026/4/13 14:45,session_end,duration_seconds=8.06,EDA,simulated
20260413144519-6uUVjKjzal,A,full,2026/4/13 14:45,session_start,assignment_mode=query_override;variant=A,Guide,simulated
20260413144519-6uUVjKjzal,A,full,2026/4/13 14:45,landing_view,variant=A,Guide,simulated
20260413144519-6uUVjKjzal,A,full,2026/4/13 14:45,cleaning_applied,Standardized column names.,Cleaning,simulated
20260413144519-6uUVjKjzal,A,full,2026/4/13 14:45,first_key_action,cleaning_applied,Cleaning,simulated
20260413144519-6uUVjKjzal,A,full,2026/4/13 14:45,cleaning_applied,Standardized column names. | No date-like columns were detected.,Cleaning,simulated
20260413144519-6uUVjKjzal,A,full,2026/4/13 14:45,feature_engineering_applied,sim_feature_A_12,Feature Engineering,simulated
20260413144519-6uUVjKjzal,A,full,2026/4/13 14:45,eda_generated,Histogram,EDA,simulated
20260413144519-6uUVjKjzal,A,full,2026/4/13 14:45,task_completed,dataset_loaded+cleaning+feature_engineering+eda,EDA,simulated
20260413144519-6uUVjKjzal,A,full,2026/4/13 14:45,eda_generated,plot_type=Histogram;plot_x=Ozone;plot_y=Ozone,EDA,simulated
20260413144519-6uUVjKjzal,A,full,2026/4/13 14:45,session_end,duration_seconds=7.81,EDA,simulated
20260413144527-dap5twXoW9,A,full,2026/4/13 14:45,session_start,assignment_mode=query_override;variant=A,Guide,simulated
20260413144527-dap5twXoW9,A,full,2026/4/13 14:45,landing_view,variant=A,Guide,simulated
20260413144527-dap5twXoW9,A,full,2026/4/13 14:45,session_end,duration_seconds=2.98,Data,simulated
20260413144530-2WDXlw8aXk,A,full,2026/4/13 14:45,session_start,assignment_mode=query_override;variant=A,Guide,simulated
20260413144530-2WDXlw8aXk,A,full,2026/4/13 14:45,landing_view,variant=A,Guide,simulated
20260413144530-2WDXlw8aXk,A,full,2026/4/13 14:45,session_end,duration_seconds=2.27,Data,simulated
20260413144533-UL7C0qYCXq,A,full,2026/4/13 14:45,session_start,assignment_mode=query_override;variant=A,Guide,simulated
20260413144533-UL7C0qYCXq,A,full,2026/4/13 14:45,landing_view,variant=A,Guide,simulated
20260413144533-UL7C0qYCXq,A,full,2026/4/13 14:45,session_end,duration_seconds=2.27,Data,simulated
20260413144536-0QmGY1XDOl,A,full,2026/4/13 14:45,session_start,assignment_mode=query_override;variant=A,Guide,simulated
20260413144536-0QmGY1XDOl,A,full,2026/4/13 14:45,landing_view,variant=A,Guide,simulated
20260413144536-0QmGY1XDOl,A,full,2026/4/13 14:45,session_end,duration_seconds=1.65,Guide,simulated
20260413144538-1LE2Bdlc8u,A,full,2026/4/13 14:45,session_start,assignment_mode=query_override;variant=A,Guide,simulated
20260413144538-1LE2Bdlc8u,A,full,2026/4/13 14:45,landing_view,variant=A,Guide,simulated
20260413144538-1LE2Bdlc8u,A,full,2026/4/13 14:45,session_end,duration_seconds=2.17,Data,simulated
20260413144541-kzhcCFhNif,A,full,2026/4/13 14:45,session_start,assignment_mode=query_override;variant=A,Guide,simulated
20260413144541-kzhcCFhNif,A,full,2026/4/13 14:45,landing_view,variant=A,Guide,simulated
20260413144541-kzhcCFhNif,A,full,2026/4/13 14:45,cleaning_applied,Standardized column names.,Cleaning,simulated
20260413144541-kzhcCFhNif,A,full,2026/4/13 14:45,first_key_action,cleaning_applied,Cleaning,simulated
20260413144541-kzhcCFhNif,A,full,2026/4/13 14:45,cleaning_applied,Standardized column names. | Removed 0 duplicate rows.,Cleaning,simulated
20260413144541-kzhcCFhNif,A,full,2026/4/13 14:45,feature_engineering_applied,sim_feature_A_18,Feature Engineering,simulated
20260413144541-kzhcCFhNif,A,full,2026/4/13 14:45,eda_generated,Histogram,EDA,simulated
20260413144541-kzhcCFhNif,A,full,2026/4/13 14:45,task_completed,dataset_loaded+cleaning+feature_engineering+eda,EDA,simulated
20260413144541-kzhcCFhNif,A,full,2026/4/13 14:45,eda_generated,plot_type=Histogram;plot_x=Ozone;plot_y=Ozone,EDA,simulated
20260413144541-kzhcCFhNif,A,full,2026/4/13 14:45,session_end,duration_seconds=6.82,Guide,simulated
20260413144548-I84ENC6ydV,A,full,2026/4/13 14:45,session_start,assignment_mode=query_override;variant=A,Guide,simulated
20260413144548-I84ENC6ydV,A,full,2026/4/13 14:45,landing_view,variant=A,Guide,simulated
20260413144548-I84ENC6ydV,A,full,2026/4/13 14:45,session_end,duration_seconds=2.21,Data,simulated
20260413144550-Du2pgUyG4C,A,full,2026/4/13 14:45,session_start,assignment_mode=query_override;variant=A,Guide,simulated
20260413144550-Du2pgUyG4C,A,full,2026/4/13 14:45,landing_view,variant=A,Guide,simulated
20260413144550-Du2pgUyG4C,A,full,2026/4/13 14:45,session_end,duration_seconds=1.77,Guide,simulated
20260413144553-v2f6klaKW9,A,full,2026/4/13 14:45,session_start,assignment_mode=query_override;variant=A,Guide,simulated
20260413144553-v2f6klaKW9,A,full,2026/4/13 14:45,landing_view,variant=A,Guide,simulated
20260413144553-v2f6klaKW9,A,full,2026/4/13 14:45,session_end,duration_seconds=1.62,Guide,simulated
20260413144555-eLclwH1UiR,A,full,2026/4/13 14:45,session_start,assignment_mode=query_override;variant=A,Guide,simulated
20260413144555-eLclwH1UiR,A,full,2026/4/13 14:45,landing_view,variant=A,Guide,simulated
20260413144555-eLclwH1UiR,A,full,2026/4/13 14:45,sample_data_clicked,iris,Data,simulated
20260413144555-eLclwH1UiR,A,full,2026/4/13 14:45,first_key_action,sample_data_clicked:iris,Data,simulated
20260413144555-eLclwH1UiR,A,full,2026/4/13 14:45,cleaning_applied,Standardized column names.,Cleaning,simulated
20260413144555-eLclwH1UiR,A,full,2026/4/13 14:45,session_end,duration_seconds=3.26,Cleaning,simulated
20260413144558-1u36MWtoPN,A,full,2026/4/13 14:45,session_start,assignment_mode=query_override;variant=A,Guide,simulated
20260413144558-1u36MWtoPN,A,full,2026/4/13 14:45,landing_view,variant=A,Guide,simulated
20260413144558-1u36MWtoPN,A,full,2026/4/13 14:46,cleaning_applied,Standardized column names.,Cleaning,simulated
20260413144558-1u36MWtoPN,A,full,2026/4/13 14:46,first_key_action,cleaning_applied,Cleaning,simulated
20260413144558-1u36MWtoPN,A,full,2026/4/13 14:46,cleaning_applied,Standardized column names. | No date-like columns were detected.,Cleaning,simulated
20260413144558-1u36MWtoPN,A,full,2026/4/13 14:46,feature_engineering_applied,sim_feature_A_23,Feature Engineering,simulated
20260413144558-1u36MWtoPN,A,full,2026/4/13 14:46,session_end,duration_seconds=5.79,Cleaning,simulated
20260413144605-ayACCU7qmY,A,full,2026/4/13 14:46,session_start,assignment_mode=query_override;variant=A,Guide,simulated
20260413144605-ayACCU7qmY,A,full,2026/4/13 14:46,landing_view,variant=A,Guide,simulated
20260413144605-ayACCU7qmY,A,full,2026/4/13 14:46,session_end,duration_seconds=2.89,Data,simulated
20260413144608-6Zbi4wQlS1,A,full,2026/4/13 14:46,session_start,assignment_mode=query_override;variant=A,Guide,simulated
20260413144608-6Zbi4wQlS1,A,full,2026/4/13 14:46,landing_view,variant=A,Guide,simulated
20260413144608-6Zbi4wQlS1,A,full,2026/4/13 14:46,eda_generated,Histogram,EDA,simulated
20260413144608-6Zbi4wQlS1,A,full,2026/4/13 14:46,first_key_action,eda_generated:Histogram,EDA,simulated
20260413144608-6Zbi4wQlS1,A,full,2026/4/13 14:46,eda_generated,plot_type=Histogram;plot_x=Ozone;plot_y=Ozone,EDA,simulated
20260413144608-6Zbi4wQlS1,A,full,2026/4/13 14:46,session_end,duration_seconds=2.81,EDA,simulated
20260413144611-18EEbG3qFA,A,full,2026/4/13 14:46,session_start,assignment_mode=query_override;variant=A,Guide,simulated
20260413144611-18EEbG3qFA,A,full,2026/4/13 14:46,landing_view,variant=A,Guide,simulated
20260413144611-18EEbG3qFA,A,full,2026/4/13 14:46,cleaning_applied,Standardized column names.,Cleaning,simulated
20260413144611-18EEbG3qFA,A,full,2026/4/13 14:46,first_key_action,cleaning_applied,Cleaning,simulated
20260413144611-18EEbG3qFA,A,full,2026/4/13 14:46,cleaning_applied,Standardized column names. | Removed 0 duplicate rows.,Cleaning,simulated
20260413144611-18EEbG3qFA,A,full,2026/4/13 14:46,feature_engineering_applied,sim_feature_A_26,Feature Engineering,simulated
20260413144611-18EEbG3qFA,A,full,2026/4/13 14:46,eda_generated,Histogram,EDA,simulated
20260413144611-18EEbG3qFA,A,full,2026/4/13 14:46,task_completed,dataset_loaded+cleaning+feature_engineering+eda,EDA,simulated
20260413144611-18EEbG3qFA,A,full,2026/4/13 14:46,eda_generated,plot_type=Histogram;plot_x=Ozone;plot_y=Ozone,EDA,simulated
20260413144611-18EEbG3qFA,A,full,2026/4/13 14:46,session_end,duration_seconds=5.4,EDA,simulated
20260413144617-v5GcIyA7ZJ,A,full,2026/4/13 14:46,session_start,assignment_mode=query_override;variant=A,Guide,simulated
