"session_id","variant","run_label","timestamp","event_name","event_value","tab_name"
"20260413144346-xMZgRbkZCj","A","pilot","2026-04-13 14:43:50","eda_generated","plot_type=Histogram;plot_x=Ozone;plot_y=Ozone","EDA"
"20260413144346-xMZgRbkZCj","A","pilot","2026-04-13 14:43:51","session_end","duration_seconds=5.23","EDA"
"20260413144351-wE7fuIWwdv","B","pilot","2026-04-13 14:43:51","session_start","assignment_mode=query_override;variant=B","Guide"
"20260413144351-wE7fuIWwdv","B","pilot","2026-04-13 14:43:53","landing_view","variant=B","Guide"
"20260413144351-wE7fuIWwdv","B","pilot","2026-04-13 14:43:54","cleaning_applied","Standardized column names.","Cleaning"
"20260413144351-wE7fuIWwdv","B","pilot","2026-04-13 14:43:54","first_key_action","cleaning_applied","Cleaning"
"20260413144351-wE7fuIWwdv","B","pilot","2026-04-13 14:43:55","cleaning_applied","Standardized column names. | Removed 0 duplicate rows.","Cleaning"
"20260413144351-wE7fuIWwdv","B","pilot","2026-04-13 14:43:56","feature_engineering_applied","sim_feature_B_6","Feature Engineering"
"20260413144351-wE7fuIWwdv","B","pilot","2026-04-13 14:43:57","session_end","duration_seconds=5.87","Feature Engineering"
"20260413144358-Jj7Jno3XwO","B","pilot","2026-04-13 14:43:58","session_start","assignment_mode=query_override;variant=B","Guide"
"20260413144358-Jj7Jno3XwO","B","pilot","2026-04-13 14:43:58","landing_view","variant=B","Guide"
"20260413144358-Jj7Jno3XwO","B","pilot","2026-04-13 14:44:00","cleaning_applied","Standardized column names.","Cleaning"
"20260413144358-Jj7Jno3XwO","B","pilot","2026-04-13 14:44:00","first_key_action","cleaning_applied","Cleaning"
"20260413144358-Jj7Jno3XwO","B","pilot","2026-04-13 14:44:01","session_end","duration_seconds=2.84","Cleaning"
"20260413144401-rDjCfZdpbe","B","pilot","2026-04-13 14:44:01","session_start","assignment_mode=query_override;variant=B","Guide"
"20260413144401-rDjCfZdpbe","B","pilot","2026-04-13 14:44:01","landing_view","variant=B","Guide"
"20260413144401-rDjCfZdpbe","B","pilot","2026-04-13 14:44:03","session_end","duration_seconds=1.89","Guide"
"20260413144403-DlsCq6eMvM","B","pilot","2026-04-13 14:44:03","session_start","assignment_mode=query_override;variant=B","Guide"
"20260413144403-DlsCq6eMvM","B","pilot","2026-04-13 14:44:04","landing_view","variant=B","Guide"
"20260413144403-DlsCq6eMvM","B","pilot","2026-04-13 14:44:05","session_end","duration_seconds=1.99","Guide"
"20260413144406-nqfHhrUdzE","B","pilot","2026-04-13 14:44:06","session_start","assignment_mode=query_override;variant=B","Guide"
"20260413144406-nqfHhrUdzE","B","pilot","2026-04-13 14:44:06","landing_view","variant=B","Guide"
"20260413144406-nqfHhrUdzE","B","pilot","2026-04-13 14:44:08","sample_data_clicked","iris","Data"
"20260413144406-nqfHhrUdzE","B","pilot","2026-04-13 14:44:08","first_key_action","sample_data_clicked:iris","Data"
"20260413144406-nqfHhrUdzE","B","pilot","2026-04-13 14:44:08","cleaning_applied","Standardized column names.","Cleaning"
"20260413144406-nqfHhrUdzE","B","pilot","2026-04-13 14:44:09","cleaning_applied","Standardized column names. | No date-like columns were detected.","Cleaning"
"20260413144406-nqfHhrUdzE","B","pilot","2026-04-13 14:44:10","feature_engineering_applied","sim_feature_B_10","Feature Engineering"
"20260413144406-nqfHhrUdzE","B","pilot","2026-04-13 14:44:11","eda_generated","Histogram","EDA"
"20260413144406-nqfHhrUdzE","B","pilot","2026-04-13 14:44:11","task_completed","dataset_loaded+cleaning+feature_engineering+eda","EDA"
"20260413144406-nqfHhrUdzE","B","pilot","2026-04-13 14:44:11","eda_generated","plot_type=Histogram;plot_x=Sepal_Length;plot_y=Sepal_Length","EDA"
"20260413144406-nqfHhrUdzE","B","pilot","2026-04-13 14:44:11","eda_generated","plot_type=Scatter plot;plot_x=Sepal_Length;plot_y=Sepal_Length","EDA"
"20260413144406-nqfHhrUdzE","B","pilot","2026-04-13 14:44:11","eda_generated","plot_type=Scatter plot;plot_x=Sepal_Length;plot_y=Sepal_Width","EDA"
"20260413144406-nqfHhrUdzE","B","pilot","2026-04-13 14:44:13","session_end","duration_seconds=6.93","Data"
"20260413144428-jWbkp3ReG8","A","full","2026-04-13 14:44:28","session_start","assignment_mode=query_override;variant=A","Guide"
"20260413144428-jWbkp3ReG8","A","full","2026-04-13 14:44:29","landing_view","variant=A","Guide"
"20260413144428-jWbkp3ReG8","A","full","2026-04-13 14:44:30","sample_data_clicked","iris","Data"
"20260413144428-jWbkp3ReG8","A","full","2026-04-13 14:44:30","first_key_action","sample_data_clicked:iris","Data"
"20260413144428-jWbkp3ReG8","A","full","2026-04-13 14:44:31","cleaning_applied","Standardized column names.","Cleaning"
"20260413144428-jWbkp3ReG8","A","full","2026-04-13 14:44:31","cleaning_applied","Standardized column names. | No date-like columns were detected.","Cleaning"
"20260413144428-jWbkp3ReG8","A","full","2026-04-13 14:44:32","feature_engineering_applied","sim_feature_A_1","Feature Engineering"
"20260413144428-jWbkp3ReG8","A","full","2026-04-13 14:44:33","eda_generated","Histogram","EDA"
"20260413144428-jWbkp3ReG8","A","full","2026-04-13 14:44:33","task_completed","dataset_loaded+cleaning+feature_engineering+eda","EDA"
"20260413144428-jWbkp3ReG8","A","full","2026-04-13 14:44:33","eda_generated","plot_type=Histogram;plot_x=Sepal_Length;plot_y=Sepal_Length","EDA"
"20260413144428-jWbkp3ReG8","A","full","2026-04-13 14:44:33","eda_generated","plot_type=Scatter plot;plot_x=Sepal_Length;plot_y=Sepal_Length","EDA"
"20260413144428-jWbkp3ReG8","A","full","2026-04-13 14:44:33","eda_generated","plot_type=Scatter plot;plot_x=Sepal_Length;plot_y=Sepal_Width","EDA"
"20260413144428-jWbkp3ReG8","A","full","2026-04-13 14:44:34","session_end","duration_seconds=5.92","EDA"
"20260413144434-vLieVrOV4S","A","full","2026-04-13 14:44:34","session_start","assignment_mode=query_override;variant=A","Guide"
"20260413144434-vLieVrOV4S","A","full","2026-04-13 14:44:35","landing_view","variant=A","Guide"
"20260413144434-vLieVrOV4S","A","full","2026-04-13 14:44:37","cleaning_applied","Standardized column names.","Cleaning"
"20260413144434-vLieVrOV4S","A","full","2026-04-13 14:44:37","first_key_action","cleaning_applied","Cleaning"
"20260413144434-vLieVrOV4S","A","full","2026-04-13 14:44:37","cleaning_applied","No cleaning transformation selected.","Cleaning"
"20260413144434-vLieVrOV4S","A","full","2026-04-13 14:44:37","cleaning_applied","No cleaning transformation selected.","Cleaning"
"20260413144434-vLieVrOV4S","A","full","2026-04-13 14:44:38","feature_engineering_applied","sim_feature_A_2","Feature Engineering"
"20260413144434-vLieVrOV4S","A","full","2026-04-13 14:44:39","eda_generated","Histogram","EDA"
"20260413144434-vLieVrOV4S","A","full","2026-04-13 14:44:39","task_completed","dataset_loaded+cleaning+feature_engineering+eda","EDA"
"20260413144434-vLieVrOV4S","A","full","2026-04-13 14:44:39","eda_generated","plot_type=Histogram;plot_x=Ozone;plot_y=Ozone","EDA"
"20260413144434-vLieVrOV4S","A","full","2026-04-13 14:44:40","session_end","duration_seconds=6.43","Guide"
"20260413144441-ylzIWmmKcx","A","full","2026-04-13 14:44:41","session_start","assignment_mode=query_override;variant=A","Guide"
"20260413144441-ylzIWmmKcx","A","full","2026-04-13 14:44:41","landing_view","variant=A","Guide"
"20260413144441-ylzIWmmKcx","A","full","2026-04-13 14:44:43","session_end","duration_seconds=1.79","Guide"
"20260413144443-T3RCCKFVlN","A","full","2026-04-13 14:44:43","session_start","assignment_mode=query_override;variant=A","Guide"
"20260413144443-T3RCCKFVlN","A","full","2026-04-13 14:44:44","landing_view","variant=A","Guide"
"20260413144443-T3RCCKFVlN","A","full","2026-04-13 14:44:45","sample_data_clicked","iris","Data"
"20260413144443-T3RCCKFVlN","A","full","2026-04-13 14:44:45","first_key_action","sample_data_clicked:iris","Data"
"20260413144443-T3RCCKFVlN","A","full","2026-04-13 14:44:47","session_end","duration_seconds=3.42","Guide"
"20260413144447-XghdPZqeHA","A","full","2026-04-13 14:44:47","session_start","assignment_mode=query_override;variant=A","Guide"
"20260413144447-XghdPZqeHA","A","full","2026-04-13 14:44:48","landing_view","variant=A","Guide"
"20260413144447-XghdPZqeHA","A","full","2026-04-13 14:44:49","session_end","duration_seconds=1.5","Guide"
"20260413144449-0rtpT0XgkO","A","full","2026-04-13 14:44:49","session_start","assignment_mode=query_override;variant=A","Guide"
"20260413144449-0rtpT0XgkO","A","full","2026-04-13 14:44:49","landing_view","variant=A","Guide"
"20260413144449-0rtpT0XgkO","A","full","2026-04-13 14:44:51","cleaning_applied","Standardized column names.","Cleaning"
"20260413144449-0rtpT0XgkO","A","full","2026-04-13 14:44:51","first_key_action","cleaning_applied","Cleaning"
"20260413144449-0rtpT0XgkO","A","full","2026-04-13 14:44:52","cleaning_applied","Standardized column names. | Removed 0 duplicate rows.","Cleaning"
"20260413144449-0rtpT0XgkO","A","full","2026-04-13 14:44:53","feature_engineering_applied","sim_feature_A_6","Feature Engineering"
"20260413144449-0rtpT0XgkO","A","full","2026-04-13 14:44:53","eda_generated","Histogram","EDA"
"20260413144449-0rtpT0XgkO","A","full","2026-04-13 14:44:53","task_completed","dataset_loaded+cleaning+feature_engineering+eda","EDA"
"20260413144449-0rtpT0XgkO","A","full","2026-04-13 14:44:54","eda_generated","plot_type=Histogram;plot_x=Ozone;plot_y=Ozone","EDA"
"20260413144449-0rtpT0XgkO","A","full","2026-04-13 14:44:55","session_end","duration_seconds=6.23","Guide"
"20260413144456-9eDu4v6VQl","A","full","2026-04-13 14:44:56","session_start","assignment_mode=query_override;variant=A","Guide"
"20260413144456-9eDu4v6VQl","A","full","2026-04-13 14:44:56","landing_view","variant=A","Guide"
"20260413144456-9eDu4v6VQl","A","full","2026-04-13 14:44:58","session_end","duration_seconds=2.61","Feature Engineering"
"20260413144459-bpaUP4doHQ","A","full","2026-04-13 14:44:59","session_start","assignment_mode=query_override;variant=A","Guide"
"20260413144459-bpaUP4doHQ","A","full","2026-04-13 14:44:59","landing_view","variant=A","Guide"
"20260413144459-bpaUP4doHQ","A","full","2026-04-13 14:45:01","eda_generated","Histogram","EDA"
"20260413144459-bpaUP4doHQ","A","full","2026-04-13 14:45:01","first_key_action","eda_generated:Histogram","EDA"
"20260413144459-bpaUP4doHQ","A","full","2026-04-13 14:45:01","eda_generated","plot_type=Histogram;plot_x=Ozone;plot_y=Ozone","EDA"
"20260413144459-bpaUP4doHQ","A","full","2026-04-13 14:45:02","session_end","duration_seconds=3.05","EDA"
"20260413144502-dlNKgdB9HM","A","full","2026-04-13 14:45:02","session_start","assignment_mode=query_override;variant=A","Guide"
"20260413144502-dlNKgdB9HM","A","full","2026-04-13 14:45:03","landing_view","variant=A","Guide"
"20260413144502-dlNKgdB9HM","A","full","2026-04-13 14:45:04","session_end","duration_seconds=1.46","Guide"
"20260413144504-Pi5Jnycdbj","A","full","2026-04-13 14:45:04","session_start","assignment_mode=query_override;variant=A","Guide"
"20260413144504-Pi5Jnycdbj","A","full","2026-04-13 14:45:05","landing_view","variant=A","Guide"
"20260413144504-Pi5Jnycdbj","A","full","2026-04-13 14:45:06","sample_data_clicked","iris","Data"
"20260413144504-Pi5Jnycdbj","A","full","2026-04-13 14:45:06","first_key_action","sample_data_clicked:iris","Data"
"20260413144504-Pi5Jnycdbj","A","full","2026-04-13 14:45:06","cleaning_applied","Standardized column names.","Cleaning"
"20260413144504-Pi5Jnycdbj","A","full","2026-04-13 14:45:07","cleaning_applied","Standardized column names. | No date-like columns were detected.","Cleaning"
"20260413144504-Pi5Jnycdbj","A","full","2026-04-13 14:45:08","feature_engineering_applied","sim_feature_A_10","Feature Engineering"
"20260413144504-Pi5Jnycdbj","A","full","2026-04-13 14:45:08","eda_generated","Histogram","EDA"
"20260413144504-Pi5Jnycdbj","A","full","2026-04-13 14:45:08","task_completed","dataset_loaded+cleaning+feature_engineering+eda","EDA"
"20260413144504-Pi5Jnycdbj","A","full","2026-04-13 14:45:09","eda_generated","plot_type=Histogram;plot_x=Sepal_Length;plot_y=Sepal_Length","EDA"
"20260413144504-Pi5Jnycdbj","A","full","2026-04-13 14:45:09","eda_generated","plot_type=Scatter plot;plot_x=Sepal_Length;plot_y=Sepal_Length","EDA"
"20260413144504-Pi5Jnycdbj","A","full","2026-04-13 14:45:09","eda_generated","plot_type=Scatter plot;plot_x=Sepal_Length;plot_y=Sepal_Width","EDA"
"20260413144504-Pi5Jnycdbj","A","full","2026-04-13 14:45:10","session_end","duration_seconds=5.48","EDA"
"20260413144510-9fb8H7sfKf","A","full","2026-04-13 14:45:10","session_start","assignment_mode=query_override;variant=A","Guide"
"20260413144510-9fb8H7sfKf","A","full","2026-04-13 14:45:11","landing_view","variant=A","Guide"
"20260413144510-9fb8H7sfKf","A","full","2026-04-13 14:45:13","sample_data_clicked","iris","Data"
"20260413144510-9fb8H7sfKf","A","full","2026-04-13 14:45:13","first_key_action","sample_data_clicked:iris","Data"
"20260413144510-9fb8H7sfKf","A","full","2026-04-13 14:45:13","cleaning_applied","Standardized column names.","Cleaning"
"20260413144510-9fb8H7sfKf","A","full","2026-04-13 14:45:14","cleaning_applied","Standardized column names. | Removed 1 duplicate rows.","Cleaning"
"20260413144510-9fb8H7sfKf","A","full","2026-04-13 14:45:15","feature_engineering_applied","sim_feature_A_11","Feature Engineering"
"20260413144510-9fb8H7sfKf","A","full","2026-04-13 14:45:16","eda_generated","Histogram","EDA"
"20260413144510-9fb8H7sfKf","A","full","2026-04-13 14:45:16","task_completed","dataset_loaded+cleaning+feature_engineering+eda","EDA"
"20260413144510-9fb8H7sfKf","A","full","2026-04-13 14:45:16","eda_generated","plot_type=Histogram;plot_x=Sepal_Length;plot_y=Sepal_Length","EDA"
"20260413144510-9fb8H7sfKf","A","full","2026-04-13 14:45:16","eda_generated","plot_type=Scatter plot;plot_x=Sepal_Length;plot_y=Sepal_Length","EDA"
"20260413144510-9fb8H7sfKf","A","full","2026-04-13 14:45:16","eda_generated","plot_type=Scatter plot;plot_x=Sepal_Length;plot_y=Sepal_Width","EDA"
"20260413144510-9fb8H7sfKf","A","full","2026-04-13 14:45:17","eda_generated","Scatter plot","EDA"
"20260413144510-9fb8H7sfKf","A","full","2026-04-13 14:45:18","session_end","duration_seconds=8.06","EDA"
"20260413144519-6uUVjKjzal","A","full","2026-04-13 14:45:19","session_start","assignment_mode=query_override;variant=A","Guide"
"20260413144519-6uUVjKjzal","A","full","2026-04-13 14:45:21","landing_view","variant=A","Guide"
"20260413144519-6uUVjKjzal","A","full","2026-04-13 14:45:23","cleaning_applied","Standardized column names.","Cleaning"
"20260413144519-6uUVjKjzal","A","full","2026-04-13 14:45:23","first_key_action","cleaning_applied","Cleaning"
"20260413144519-6uUVjKjzal","A","full","2026-04-13 14:45:24","cleaning_applied","Standardized column names. | No date-like columns were detected.","Cleaning"
"20260413144519-6uUVjKjzal","A","full","2026-04-13 14:45:25","feature_engineering_applied","sim_feature_A_12","Feature Engineering"
"20260413144519-6uUVjKjzal","A","full","2026-04-13 14:45:25","eda_generated","Histogram","EDA"
"20260413144519-6uUVjKjzal","A","full","2026-04-13 14:45:25","task_completed","dataset_loaded+cleaning+feature_engineering+eda","EDA"
"20260413144519-6uUVjKjzal","A","full","2026-04-13 14:45:25","eda_generated","plot_type=Histogram;plot_x=Ozone;plot_y=Ozone","EDA"
"20260413144519-6uUVjKjzal","A","full","2026-04-13 14:45:26","session_end","duration_seconds=7.81","EDA"
"20260413144527-dap5twXoW9","A","full","2026-04-13 14:45:27","session_start","assignment_mode=query_override;variant=A","Guide"
"20260413144527-dap5twXoW9","A","full","2026-04-13 14:45:28","landing_view","variant=A","Guide"
"20260413144527-dap5twXoW9","A","full","2026-04-13 14:45:30","session_end","duration_seconds=2.98","Data"
"20260413144530-2WDXlw8aXk","A","full","2026-04-13 14:45:30","session_start","assignment_mode=query_override;variant=A","Guide"
"20260413144530-2WDXlw8aXk","A","full","2026-04-13 14:45:31","landing_view","variant=A","Guide"
"20260413144530-2WDXlw8aXk","A","full","2026-04-13 14:45:33","session_end","duration_seconds=2.27","Data"
"20260413144533-UL7C0qYCXq","A","full","2026-04-13 14:45:33","session_start","assignment_mode=query_override;variant=A","Guide"
"20260413144533-UL7C0qYCXq","A","full","2026-04-13 14:45:34","landing_view","variant=A","Guide"
"20260413144533-UL7C0qYCXq","A","full","2026-04-13 14:45:35","session_end","duration_seconds=2.27","Data"
"20260413144536-0QmGY1XDOl","A","full","2026-04-13 14:45:36","session_start","assignment_mode=query_override;variant=A","Guide"
"20260413144536-0QmGY1XDOl","A","full","2026-04-13 14:45:36","landing_view","variant=A","Guide"
"20260413144536-0QmGY1XDOl","A","full","2026-04-13 14:45:37","session_end","duration_seconds=1.65","Guide"
"20260413144538-1LE2Bdlc8u","A","full","2026-04-13 14:45:38","session_start","assignment_mode=query_override;variant=A","Guide"
"20260413144538-1LE2Bdlc8u","A","full","2026-04-13 14:45:38","landing_view","variant=A","Guide"
"20260413144538-1LE2Bdlc8u","A","full","2026-04-13 14:45:40","session_end","duration_seconds=2.17","Data"
"20260413144541-kzhcCFhNif","A","full","2026-04-13 14:45:41","session_start","assignment_mode=query_override;variant=A","Guide"
"20260413144541-kzhcCFhNif","A","full","2026-04-13 14:45:41","landing_view","variant=A","Guide"
"20260413144541-kzhcCFhNif","A","full","2026-04-13 14:45:43","cleaning_applied","Standardized column names.","Cleaning"
"20260413144541-kzhcCFhNif","A","full","2026-04-13 14:45:43","first_key_action","cleaning_applied","Cleaning"
"20260413144541-kzhcCFhNif","A","full","2026-04-13 14:45:44","cleaning_applied","Standardized column names. | Removed 0 duplicate rows.","Cleaning"
"20260413144541-kzhcCFhNif","A","full","2026-04-13 14:45:45","feature_engineering_applied","sim_feature_A_18","Feature Engineering"
"20260413144541-kzhcCFhNif","A","full","2026-04-13 14:45:45","eda_generated","Histogram","EDA"
"20260413144541-kzhcCFhNif","A","full","2026-04-13 14:45:45","task_completed","dataset_loaded+cleaning+feature_engineering+eda","EDA"
"20260413144541-kzhcCFhNif","A","full","2026-04-13 14:45:45","eda_generated","plot_type=Histogram;plot_x=Ozone;plot_y=Ozone","EDA"
"20260413144541-kzhcCFhNif","A","full","2026-04-13 14:45:47","session_end","duration_seconds=6.82","Guide"
"20260413144548-I84ENC6ydV","A","full","2026-04-13 14:45:48","session_start","assignment_mode=query_override;variant=A","Guide"
"20260413144548-I84ENC6ydV","A","full","2026-04-13 14:45:48","landing_view","variant=A","Guide"
"20260413144548-I84ENC6ydV","A","full","2026-04-13 14:45:50","session_end","duration_seconds=2.21","Data"
"20260413144550-Du2pgUyG4C","A","full","2026-04-13 14:45:50","session_start","assignment_mode=query_override;variant=A","Guide"
"20260413144550-Du2pgUyG4C","A","full","2026-04-13 14:45:51","landing_view","variant=A","Guide"
"20260413144550-Du2pgUyG4C","A","full","2026-04-13 14:45:52","session_end","duration_seconds=1.77","Guide"
"20260413144553-v2f6klaKW9","A","full","2026-04-13 14:45:53","session_start","assignment_mode=query_override;variant=A","Guide"
"20260413144553-v2f6klaKW9","A","full","2026-04-13 14:45:53","landing_view","variant=A","Guide"
"20260413144553-v2f6klaKW9","A","full","2026-04-13 14:45:54","session_end","duration_seconds=1.62","Guide"
"20260413144555-eLclwH1UiR","A","full","2026-04-13 14:45:55","session_start","assignment_mode=query_override;variant=A","Guide"
"20260413144555-eLclwH1UiR","A","full","2026-04-13 14:45:55","landing_view","variant=A","Guide"
"20260413144555-eLclwH1UiR","A","full","2026-04-13 14:45:57","sample_data_clicked","iris","Data"
"20260413144555-eLclwH1UiR","A","full","2026-04-13 14:45:57","first_key_action","sample_data_clicked:iris","Data"
"20260413144555-eLclwH1UiR","A","full","2026-04-13 14:45:57","cleaning_applied","Standardized column names.","Cleaning"
"20260413144555-eLclwH1UiR","A","full","2026-04-13 14:45:58","session_end","duration_seconds=3.26","Cleaning"
"20260413144558-1u36MWtoPN","A","full","2026-04-13 14:45:58","session_start","assignment_mode=query_override;variant=A","Guide"
"20260413144558-1u36MWtoPN","A","full","2026-04-13 14:45:59","landing_view","variant=A","Guide"
"20260413144558-1u36MWtoPN","A","full","2026-04-13 14:46:01","cleaning_applied","Standardized column names.","Cleaning"
"20260413144558-1u36MWtoPN","A","full","2026-04-13 14:46:01","first_key_action","cleaning_applied","Cleaning"
"20260413144558-1u36MWtoPN","A","full","2026-04-13 14:46:02","cleaning_applied","Standardized column names. | No date-like columns were detected.","Cleaning"
"20260413144558-1u36MWtoPN","A","full","2026-04-13 14:46:03","feature_engineering_applied","sim_feature_A_23","Feature Engineering"
"20260413144558-1u36MWtoPN","A","full","2026-04-13 14:46:04","session_end","duration_seconds=5.79","Cleaning"
"20260413144605-ayACCU7qmY","A","full","2026-04-13 14:46:05","session_start","assignment_mode=query_override;variant=A","Guide"
"20260413144605-ayACCU7qmY","A","full","2026-04-13 14:46:05","landing_view","variant=A","Guide"
"20260413144605-ayACCU7qmY","A","full","2026-04-13 14:46:07","session_end","duration_seconds=2.89","Data"
"20260413144608-6Zbi4wQlS1","A","full","2026-04-13 14:46:08","session_start","assignment_mode=query_override;variant=A","Guide"
"20260413144608-6Zbi4wQlS1","A","full","2026-04-13 14:46:08","landing_view","variant=A","Guide"
"20260413144608-6Zbi4wQlS1","A","full","2026-04-13 14:46:10","eda_generated","Histogram","EDA"
"20260413144608-6Zbi4wQlS1","A","full","2026-04-13 14:46:10","first_key_action","eda_generated:Histogram","EDA"
"20260413144608-6Zbi4wQlS1","A","full","2026-04-13 14:46:10","eda_generated","plot_type=Histogram;plot_x=Ozone;plot_y=Ozone","EDA"
"20260413144608-6Zbi4wQlS1","A","full","2026-04-13 14:46:11","session_end","duration_seconds=2.81","EDA"
"20260413144611-18EEbG3qFA","A","full","2026-04-13 14:46:11","session_start","assignment_mode=query_override;variant=A","Guide"
"20260413144611-18EEbG3qFA","A","full","2026-04-13 14:46:12","landing_view","variant=A","Guide"
"20260413144611-18EEbG3qFA","A","full","2026-04-13 14:46:13","cleaning_applied","Standardized column names.","Cleaning"
"20260413144611-18EEbG3qFA","A","full","2026-04-13 14:46:13","first_key_action","cleaning_applied","Cleaning"
"20260413144611-18EEbG3qFA","A","full","2026-04-13 14:46:14","cleaning_applied","Standardized column names. | Removed 0 duplicate rows.","Cleaning"
"20260413144611-18EEbG3qFA","A","full","2026-04-13 14:46:15","feature_engineering_applied","sim_feature_A_26","Feature Engineering"
"20260413144611-18EEbG3qFA","A","full","2026-04-13 14:46:15","eda_generated","Histogram","EDA"
"20260413144611-18EEbG3qFA","A","full","2026-04-13 14:46:15","task_completed","dataset_loaded+cleaning+feature_engineering+eda","EDA"
"20260413144611-18EEbG3qFA","A","full","2026-04-13 14:46:16","eda_generated","plot_type=Histogram;plot_x=Ozone;plot_y=Ozone","EDA"
"20260413144611-18EEbG3qFA","A","full","2026-04-13 14:46:16","session_end","duration_seconds=5.4","EDA"
"20260413144617-v5GcIyA7ZJ","A","full","2026-04-13 14:46:17","session_start","assignment_mode=query_override;variant=A","Guide"
